,제목,링크,정보제공,날짜
3574,"
카카오뱅크, 9억원 이하 아파트 주담대 출시...최대 6.3억원 대출
",https://finance.naver.com//item/news_read.naver?article_id=0004788244&office_id=014&code=323410&page=142&sm=title_entity_id.basic,파이낸셜뉴스, 2022.02.15 11:36
3575,"
""챗봇으로 상담"" 카카오뱅크, 22일 비대면 주담대 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005044597&office_id=277&code=323410&page=142&sm=title_entity_id.basic,아시아경제, 2022.02.15 10:30
3576,"
카뱅이 불붙인 '비대면 주담대' 전쟁
",https://finance.naver.com//item/news_read.naver?article_id=0004019147&office_id=011&code=323410&page=142&sm=title_entity_id.basic,서울경제, 2022.02.15 17:58
3577,"
카카오뱅크, 주담대 시장도 흔들까...'연 3% 금리' 무장(종합)
",https://finance.naver.com//item/news_read.naver?article_id=0005147156&office_id=018&code=323410&page=142&sm=title_entity_id.basic,이데일리, 2022.02.15 16:40
3578,"
‘비대면 주담대’ 구현 카카오뱅크 “보금자리론도 곧 도입”
동영상기사
",https://finance.naver.com//item/news_read.naver?article_id=0000793820&office_id=366&code=323410&page=142&sm=title_entity_id.basic,조선비즈, 2022.02.15 13:46
3579,"
카카오뱅크 ""주담대, 타행보다 낮은 금리 유지…보금자리론도 출시 예정...
",https://finance.naver.com//item/news_read.naver?article_id=0004663774&office_id=015&code=323410&page=142&sm=title_entity_id.basic,한국경제, 2022.02.15 12:17
3580,"
카카오뱅크, 22일 주담대 출시…최저금리 2.99%·최대한도 6.3억
",https://finance.naver.com//item/news_read.naver?article_id=0004018873&office_id=011&code=323410&page=142&sm=title_entity_id.basic,서울경제, 2022.02.15 10:35
3581,"
카카오뱅크, '최고 연 3%대' 주담대 공개...투자용 대출은 불가
",https://finance.naver.com//item/news_read.naver?article_id=0005146666&office_id=018&code=323410&page=142&sm=title_entity_id.basic,이데일리, 2022.02.15 10:31
3582,"
카뱅 ""주담대, 카톡하듯 받으세요""
",https://finance.naver.com//item/news_read.naver?article_id=0004663922&office_id=015&code=323410&page=142&sm=title_entity_id.basic,한국경제, 2022.02.15 17:24
3583,"
메기의 귀환...年3%대 카뱅 '모바일 주담대' 출격(종합)
",https://finance.naver.com//item/news_read.naver?article_id=0004708466&office_id=008&code=323410&page=142&sm=title_entity_id.basic,머니투데이, 2022.02.15 16:20
3584,"
카뱅 챗봇 대화로 최저 연2.9%에 6.3억까지 주담대 받는다
",https://finance.naver.com//item/news_read.naver?article_id=0004708220&office_id=008&code=323410&page=142&sm=title_entity_id.basic,머니투데이, 2022.02.15 10:30
3585,"
카뱅 ""모바일 주담대 은행권 최저금리…중도상환수수료 면제""
",https://finance.naver.com//item/news_read.naver?article_id=0004708334&office_id=008&code=323410&page=142&sm=title_entity_id.basic,머니투데이, 2022.02.15 13:05
3586,"
윤호영 카카오뱅크 대표 ""하반기 개인사업자 대출 출시""
",https://finance.naver.com//item/news_read.naver?article_id=0004663776&office_id=015&code=323410&page=142&sm=title_entity_id.basic,한국경제, 2022.02.15 12:27
3587,"
“카톡처럼 편하게”…카뱅, 주담대 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0001951193&office_id=016&code=323410&page=142&sm=title_entity_id.basic,헤럴드경제, 2022.02.15 11:52
3588,"
카카오뱅크도 주담대 내놨다…대출 ‘6.3억원’까지 OK
",https://finance.naver.com//item/news_read.naver?article_id=0000022846&office_id=243&code=323410&page=142&sm=title_entity_id.basic,이코노미스트, 2022.02.15 10:35
3589,"
카카오뱅크, 최저 2.9%대 주담대 내놨다…최대 한도 6억3000만원
",https://finance.naver.com//item/news_read.naver?article_id=0004663721&office_id=015&code=323410&page=142&sm=title_entity_id.basic,한국경제, 2022.02.15 10:33
3590,"
카카오뱅크, 완전 비대면 주담대 출시...모든 절차 챗봇으로 진행
",https://finance.naver.com//item/news_read.naver?article_id=0002267141&office_id=123&code=323410&page=142&sm=title_entity_id.basic,조세일보, 2022.02.15 10:32
3591,"
카뱅 주담대 출시 “대출도 카톡처럼”…최대 6.3억까지 대출
",https://finance.naver.com//item/news_read.naver?article_id=0001951034&office_id=016&code=323410&page=142&sm=title_entity_id.basic,헤럴드경제, 2022.02.15 10:32
3592,"
카카오뱅크, 모바일 주담대 출시… 9억 이하 아파트 대상
",https://finance.naver.com//item/news_read.naver?article_id=0000793739&office_id=366&code=323410&page=142&sm=title_entity_id.basic,조선비즈, 2022.02.15 10:31
3593,"
대출시장은 금융사 텃밭?…진격 나선 토뱅·카뱅
",https://finance.naver.com//item/news_read.naver?article_id=0005146438&office_id=018&code=323410&page=142&sm=title_entity_id.basic,이데일리, 2022.02.15 07:29
3594,"
카뱅 ""모바일 주담대 은행권 최저금리…중도상환수수료 면제""
",https://finance.naver.com//item/news_read.naver?article_id=0004708334&office_id=008&code=323410&page=143&sm=title_entity_id.basic,머니투데이, 2022.02.15 13:05
3595,"
윤호영 카카오뱅크 대표 ""하반기 개인사업자 대출 출시""
",https://finance.naver.com//item/news_read.naver?article_id=0004663776&office_id=015&code=323410&page=143&sm=title_entity_id.basic,한국경제, 2022.02.15 12:27
3596,"
카카오뱅크 ""주담대, 타행보다 낮은 금리 유지…보금자리론도 출시 예정""
",https://finance.naver.com//item/news_read.naver?article_id=0004663774&office_id=015&code=323410&page=143&sm=title_entity_id.basic,한국경제, 2022.02.15 12:17
3597,"
카카오뱅크, 22일 주담대 출시…최저금리 2.99%·최대한도 6.3억
",https://finance.naver.com//item/news_read.naver?article_id=0004018873&office_id=011&code=323410&page=143&sm=title_entity_id.basic,서울경제, 2022.02.15 10:35
3598,"
카카오뱅크, '최고 연 3%대' 주담대 공개...투자용 대출은 불가
",https://finance.naver.com//item/news_read.naver?article_id=0005146666&office_id=018&code=323410&page=143&sm=title_entity_id.basic,이데일리, 2022.02.15 10:31
3599,"
시즌2 돌입한 카카오뱅크, 비대면 주담대 출시·글로벌 진출(종합)
",https://finance.naver.com//item/news_read.naver?article_id=0005044728&office_id=277&code=323410&page=143&sm=title_entity_id.basic,아시아경제, 2022.02.15 12:02
3600,"
카카오뱅크, 9억원 이하 아파트 주담대 출시...최대 6.3억원 대출
",https://finance.naver.com//item/news_read.naver?article_id=0004788244&office_id=014&code=323410&page=143&sm=title_entity_id.basic,파이낸셜뉴스, 2022.02.15 11:36
3601,"
""챗봇으로 상담"" 카카오뱅크, 22일 비대면 주담대 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005044597&office_id=277&code=323410&page=143&sm=title_entity_id.basic,아시아경제, 2022.02.15 10:30
3602,"
“카톡처럼 편하게”…카뱅, 주담대 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0001951193&office_id=016&code=323410&page=143&sm=title_entity_id.basic,헤럴드경제, 2022.02.15 11:52
3603,"
카카오뱅크도 주담대 내놨다…대출 ‘6.3억원’까지 OK
",https://finance.naver.com//item/news_read.naver?article_id=0000022846&office_id=243&code=323410&page=143&sm=title_entity_id.basic,이코노미스트, 2022.02.15 10:35
3604,"
카카오뱅크, 최저 2.9%대 주담대 내놨다…최대 한도 6억3000만원
",https://finance.naver.com//item/news_read.naver?article_id=0004663721&office_id=015&code=323410&page=143&sm=title_entity_id.basic,한국경제, 2022.02.15 10:33
3605,"
카뱅 주담대 출시 “대출도 카톡처럼”…최대 6.3억까지 대출
",https://finance.naver.com//item/news_read.naver?article_id=0001951034&office_id=016&code=323410&page=143&sm=title_entity_id.basic,헤럴드경제, 2022.02.15 10:32
3606,"
카카오뱅크, 완전 비대면 주담대 출시...모든 절차 챗봇으로 진행
",https://finance.naver.com//item/news_read.naver?article_id=0002267141&office_id=123&code=323410&page=143&sm=title_entity_id.basic,조세일보, 2022.02.15 10:32
3607,"
카카오뱅크, 모바일 주담대 출시… 9억 이하 아파트 대상
",https://finance.naver.com//item/news_read.naver?article_id=0000793739&office_id=366&code=323410&page=143&sm=title_entity_id.basic,조선비즈, 2022.02.15 10:31
3608,"
카뱅 챗봇 대화로 최저 연2.9%에 6.3억까지 주담대 받는다
",https://finance.naver.com//item/news_read.naver?article_id=0004708220&office_id=008&code=323410&page=143&sm=title_entity_id.basic,머니투데이, 2022.02.15 10:30
3609,"
대출시장은 금융사 텃밭?…진격 나선 토뱅·카뱅
",https://finance.naver.com//item/news_read.naver?article_id=0005146438&office_id=018&code=323410&page=143&sm=title_entity_id.basic,이데일리, 2022.02.15 07:29
3610,"
주담대 최고금리 연6% 근접하는데…카뱅, 3%대 대출 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004921711&office_id=009&code=323410&page=143&sm=title_entity_id.basic,매일경제, 2022.02.14 17:40
3611,"
토뱅, 14일 자영업 대출 시작…카뱅 22일 '비대면 주담대' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004018211&office_id=011&code=323410&page=143&sm=title_entity_id.basic,서울경제, 2022.02.13 18:03
3612,"
토스뱅크, 내일 개인사업자 대출 출격…카뱅·케뱅도 연내
",https://finance.naver.com//item/news_read.naver?article_id=0004707330&office_id=008&code=323410&page=143&sm=title_entity_id.basic,머니투데이, 2022.02.13 10:31
3613,"
카카오뱅크, '역대 최대' 순이익에도 눈높이 낮아진 까닭
",https://finance.naver.com//item/news_read.naver?article_id=0004662834&office_id=015&code=323410&page=143&sm=title_entity_id.basic,한국경제, 2022.02.12 06:58
3614,"
카뱅 주담대 출시 “대출도 카톡처럼”…최대 6.3억까지 대출
",https://finance.naver.com//item/news_read.naver?article_id=0001951034&office_id=016&code=323410&page=144&sm=title_entity_id.basic,헤럴드경제, 2022.02.15 10:32
3615,"
카카오뱅크, 모바일 주담대 출시… 9억 이하 아파트 대상
",https://finance.naver.com//item/news_read.naver?article_id=0000793739&office_id=366&code=323410&page=144&sm=title_entity_id.basic,조선비즈, 2022.02.15 10:31
3616,"
카카오뱅크, '최고 연 3%대' 주담대 공개...투자용 대출은 불가
",https://finance.naver.com//item/news_read.naver?article_id=0005146666&office_id=018&code=323410&page=144&sm=title_entity_id.basic,이데일리, 2022.02.15 10:31
3617,"
""챗봇으로 상담"" 카카오뱅크, 22일 비대면 주담대 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005044597&office_id=277&code=323410&page=144&sm=title_entity_id.basic,아시아경제, 2022.02.15 10:30
3618,"
카뱅 챗봇 대화로 최저 연2.9%에 6.3억까지 주담대 받는다
",https://finance.naver.com//item/news_read.naver?article_id=0004708220&office_id=008&code=323410&page=144&sm=title_entity_id.basic,머니투데이, 2022.02.15 10:30
3619,"
대출시장은 금융사 텃밭?…진격 나선 토뱅·카뱅
",https://finance.naver.com//item/news_read.naver?article_id=0005146438&office_id=018&code=323410&page=144&sm=title_entity_id.basic,이데일리, 2022.02.15 07:29
3620,"
주담대 최고금리 연6% 근접하는데…카뱅, 3%대 대출 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004921711&office_id=009&code=323410&page=144&sm=title_entity_id.basic,매일경제, 2022.02.14 17:40
3621,"
토뱅, 14일 자영업 대출 시작…카뱅 22일 '비대면 주담대' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004018211&office_id=011&code=323410&page=144&sm=title_entity_id.basic,서울경제, 2022.02.13 18:03
3622,"
토스뱅크, 내일 개인사업자 대출 출격…카뱅·케뱅도 연내
",https://finance.naver.com//item/news_read.naver?article_id=0004707330&office_id=008&code=323410&page=144&sm=title_entity_id.basic,머니투데이, 2022.02.13 10:31
3623,"
카카오뱅크, '역대 최대' 순이익에도 눈높이 낮아진 까닭
",https://finance.naver.com//item/news_read.naver?article_id=0004662834&office_id=015&code=323410&page=144&sm=title_entity_id.basic,한국경제, 2022.02.12 06:58
3624,"
‘카뱅 vs 토뱅’ 어디로 찾아갈까?…대출 경쟁 불붙은 인터넷은행
",https://finance.naver.com//item/news_read.naver?article_id=0000073215&office_id=024&code=323410&page=144&sm=title_entity_id.basic,매경이코노미, 2022.02.11 17:10
3625,"
카카오그룹株 부진 언제까지?...증권가, 카뱅·카겜 목표가 줄하향
",https://finance.naver.com//item/news_read.naver?article_id=0000073205&office_id=024&code=323410&page=144&sm=title_entity_id.basic,매경이코노미, 2022.02.11 09:37
3626,"
‘카뱅 vs 토뱅’ 어디로 찾아갈까?…대출 경쟁 불붙은 인터넷은행
",https://finance.naver.com//item/news_read.naver?article_id=0000073215&office_id=024&code=323410&page=145&sm=title_entity_id.basic,매경이코노미, 2022.02.11 17:10
3627,"
카카오그룹株 부진 언제까지?...증권가, 카뱅·카겜 목표가 줄하향
",https://finance.naver.com//item/news_read.naver?article_id=0000073205&office_id=024&code=323410&page=145&sm=title_entity_id.basic,매경이코노미, 2022.02.11 09:37
3628,"
금리 인상에 웃는 금융株 목표가 줄상향…카카오뱅크는 예외
",https://finance.naver.com//item/news_read.naver?article_id=0000022665&office_id=243&code=323410&page=145&sm=title_entity_id.basic,이코노미스트, 2022.02.10 17:54
3629,"
순항하는 인터넷銀…케뱅 '첫 흑자', 카뱅 '최대 순이익'
",https://finance.naver.com//item/news_read.naver?article_id=0005042375&office_id=277&code=323410&page=145&sm=title_entity_id.basic,아시아경제, 2022.02.10 11:41
3630,"
전통 라이벌 KB-신한 격차 확대…추격나선 신흥강자 카뱅
",https://finance.naver.com//item/news_read.naver?article_id=0001948974&office_id=016&code=323410&page=145&sm=title_entity_id.basic,헤럴드경제, 2022.02.10 11:25
3631,"
KB-신한, 격차 벌린 라이벌…쫓아오는 카뱅
",https://finance.naver.com//item/news_read.naver?article_id=0001948853&office_id=016&code=323410&page=145&sm=title_entity_id.basic,헤럴드경제, 2022.02.10 10:21
3632,"
카뱅, ""주택담보대출 개봉박두!""...10일부터 예고 이벤트
",https://finance.naver.com//item/news_read.naver?article_id=0002266745&office_id=123&code=323410&page=145&sm=title_entity_id.basic,조세일보, 2022.02.10 09:50
3633,"
카카오뱅크, 주담대·SOHO 대출 런칭으로 올해 성장 지속-하이
",https://finance.naver.com//item/news_read.naver?article_id=0004706111&office_id=008&code=323410&page=145&sm=title_entity_id.basic,머니투데이, 2022.02.10 08:45
3634,"
카카오뱅크, 22일 주담대 출시...사전 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0005143171&office_id=018&code=323410&page=145&sm=title_entity_id.basic,이데일리, 2022.02.10 09:48
3635,"
카카오뱅크, 4Q 선방에도 증권가 목표가 하향…약세
",https://finance.naver.com//item/news_read.naver?article_id=0005143137&office_id=018&code=323410&page=145&sm=title_entity_id.basic,이데일리, 2022.02.10 09:25
3636,"
카카오뱅크 버블 꺼진건 투자기회…투자의견 '매수 상향'-SK
",https://finance.naver.com//item/news_read.naver?article_id=0004706116&office_id=008&code=323410&page=145&sm=title_entity_id.basic,머니투데이, 2022.02.10 08:54
3637,"
카카오뱅크, 매력적 밸류…투자의견↑·목표가↓-SK
",https://finance.naver.com//item/news_read.naver?article_id=0005143008&office_id=018&code=323410&page=145&sm=title_entity_id.basic,이데일리, 2022.02.10 07:52
3638,"
[클릭 e종목]카카오뱅크 하락 매수 기회로…성장성 둔화로 목표주가는 ...
",https://finance.naver.com//item/news_read.naver?article_id=0005042113&office_id=277&code=323410&page=145&sm=title_entity_id.basic,아시아경제, 2022.02.10 07:49
3639,"
""카카오뱅크, 주가 급락이 투자 기회로…투자의견 '매수' 상향""-SK
",https://finance.naver.com//item/news_read.naver?article_id=0004661905&office_id=015&code=323410&page=145&sm=title_entity_id.basic,한국경제, 2022.02.10 07:45
3640,"
KB증권 “카카오뱅크, 성장·수수료 손익 부진... 목표가 6만원으로 ...
",https://finance.naver.com//item/news_read.naver?article_id=0000792646&office_id=366&code=323410&page=145&sm=title_entity_id.basic,조선비즈, 2022.02.10 08:53
3641,"
KB증권 “카카오뱅크, 성장·수수료 손익 부진... 목표가 6만원으로 ...
",https://finance.naver.com//item/news_read.naver?article_id=0000792646&office_id=366&code=323410&page=146&sm=title_entity_id.basic,조선비즈, 2022.02.10 08:53
3642,"
카카오뱅크, 주담대·SOHO 대출 런칭으로 올해 성장 지속-하이
",https://finance.naver.com//item/news_read.naver?article_id=0004706111&office_id=008&code=323410&page=146&sm=title_entity_id.basic,머니투데이, 2022.02.10 08:45
3643,"
카카오뱅크, 매력적 밸류…투자의견↑·목표가↓-SK
",https://finance.naver.com//item/news_read.naver?article_id=0005143008&office_id=018&code=323410&page=146&sm=title_entity_id.basic,이데일리, 2022.02.10 07:52
3644,"
[클릭 e종목]카카오뱅크 하락 매수 기회로…성장성 둔화로 목표주가는 ...
",https://finance.naver.com//item/news_read.naver?article_id=0005042113&office_id=277&code=323410&page=146&sm=title_entity_id.basic,아시아경제, 2022.02.10 07:49
3645,"
""카카오뱅크, 주가 급락이 투자 기회로…투자의견 '매수' 상향""-SK
",https://finance.naver.com//item/news_read.naver?article_id=0004661905&office_id=015&code=323410&page=146&sm=title_entity_id.basic,한국경제, 2022.02.10 07:45
3646,"
카카오뱅크, 지난해 순익 2041억원 '역대 최대'
",https://finance.naver.com//item/news_read.naver?article_id=0004919800&office_id=009&code=323410&page=146&sm=title_entity_id.basic,매일경제, 2022.02.09 19:19
3647,"
작년 영업익 두배 늘린 카뱅, ""내년에도 두자릿수 성장 자신""(종합)
",https://finance.naver.com//item/news_read.naver?article_id=0005041988&office_id=277&code=323410&page=146&sm=title_entity_id.basic,아시아경제, 2022.02.09 17:40
3648,"
""1년새 고객 255만명 증가""…카카오뱅크, 지난해 영업이익 두배 성...
",https://finance.naver.com//item/news_read.naver?article_id=0005041943&office_id=277&code=323410&page=146&sm=title_entity_id.basic,아시아경제, 2022.02.09 16:20
3649,"
카카오뱅크, 지난해 순이익 2041억원…'역대 최대'
",https://finance.naver.com//item/news_read.naver?article_id=0004661648&office_id=015&code=323410&page=146&sm=title_entity_id.basic,한국경제, 2022.02.09 16:12
3650,"
카카오뱅크, 지난해 순이익 2041억원…전년비 79.7%↑
",https://finance.naver.com//item/news_read.naver?article_id=0002266702&office_id=123&code=323410&page=146&sm=title_entity_id.basic,조세일보, 2022.02.09 16:11
3651,"
윤호영 대표 “카뱅, 온투업 제휴 맺고 주담대 2월 출시”
",https://finance.naver.com//item/news_read.naver?article_id=0000792582&office_id=366&code=323410&page=146&sm=title_entity_id.basic,조선비즈, 2022.02.09 18:47
3652,"
카카오뱅크, 올해 주담대 2.5조 공급한다
",https://finance.naver.com//item/news_read.naver?article_id=0005142863&office_id=018&code=323410&page=146&sm=title_entity_id.basic,이데일리, 2022.02.09 18:11
3653,"
카뱅 ""주담대 등으로 대출 10%후반대 증가…총량규제 완화 대비""
",https://finance.naver.com//item/news_read.naver?article_id=0004705957&office_id=008&code=323410&page=146&sm=title_entity_id.basic,머니투데이, 2022.02.09 17:40
3654,"
카카오뱅크 작년 순이익 80% 늘었지만…4분기는 시장예상치 절반 그쳐
",https://finance.naver.com//item/news_read.naver?article_id=0004661721&office_id=015&code=323410&page=146&sm=title_entity_id.basic,한국경제, 2022.02.09 17:36
3655,"
'실적은 좋은데' 고민 커진 카카오뱅크
",https://finance.naver.com//item/news_read.naver?article_id=0000006292&office_id=648&code=323410&page=146&sm=title_entity_id.basic,비즈니스워치, 2022.02.09 17:30
3656,"
10대·60대도 쓰는 카뱅…1800만 고객 잡아 순익 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0004705871&office_id=008&code=323410&page=146&sm=title_entity_id.basic,머니투데이, 2022.02.09 16:03
3657,"
카뱅 지난해 순익 2000억 돌파
",https://finance.naver.com//item/news_read.naver?article_id=0004785365&office_id=014&code=323410&page=146&sm=title_entity_id.basic,파이낸셜뉴스, 2022.02.09 17:29
3658,"
카카오뱅크, 지난해 순익 2000억 넘겼다...4분기 성장세는 꺾여
",https://finance.naver.com//item/news_read.naver?article_id=0004785319&office_id=014&code=323410&page=146&sm=title_entity_id.basic,파이낸셜뉴스, 2022.02.09 16:45
3659,"
카뱅, 작년 순익 2041억원… 80% 늘며 '사상 최대'
",https://finance.naver.com//item/news_read.naver?article_id=0004016887&office_id=011&code=323410&page=146&sm=title_entity_id.basic,서울경제, 2022.02.09 16:56
3660,"
카카오뱅크, 지난해 순이익 2569억원…전년보다 80% ‘쑥’
",https://finance.naver.com//item/news_read.naver?article_id=0000022577&office_id=243&code=323410&page=146&sm=title_entity_id.basic,이코노미스트, 2022.02.09 16:41
3661,"
카카오뱅크 지난해 순익 2041억원… 전년比 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0000792537&office_id=366&code=323410&page=146&sm=title_entity_id.basic,조선비즈, 2022.02.09 16:12
3662,"
카카오뱅크, 당기순이익 2041억원…전년比 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0001948550&office_id=016&code=323410&page=146&sm=title_entity_id.basic,헤럴드경제, 2022.02.09 16:03
3663,"
카카오뱅크 작년 순익 2041억원...전년 대비 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0005142704&office_id=018&code=323410&page=146&sm=title_entity_id.basic,이데일리, 2022.02.09 16:02
3664,"
카카오뱅크, 작년 4Q 영업이익 520억…전년比57.5%↑
",https://finance.naver.com//item/news_read.naver?article_id=0005041935&office_id=277&code=323410&page=146&sm=title_entity_id.basic,아시아경제, 2022.02.09 16:02
3665,"
카카오뱅크 작년 순이익 80% 늘었지만…4분기는 시장예상치 절반 그쳐
",https://finance.naver.com//item/news_read.naver?article_id=0004661721&office_id=015&code=323410&page=147&sm=title_entity_id.basic,한국경제, 2022.02.09 17:36
3666,"
'실적은 좋은데' 고민 커진 카카오뱅크
",https://finance.naver.com//item/news_read.naver?article_id=0000006292&office_id=648&code=323410&page=147&sm=title_entity_id.basic,비즈니스워치, 2022.02.09 17:30
3667,"
10대·60대도 쓰는 카뱅…1800만 고객 잡아 순익 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0004705871&office_id=008&code=323410&page=147&sm=title_entity_id.basic,머니투데이, 2022.02.09 16:03
3668,"
카뱅 지난해 순익 2000억 돌파
",https://finance.naver.com//item/news_read.naver?article_id=0004785365&office_id=014&code=323410&page=147&sm=title_entity_id.basic,파이낸셜뉴스, 2022.02.09 17:29
3669,"
카카오뱅크, 지난해 순익 2000억 넘겼다...4분기 성장세는 꺾여
",https://finance.naver.com//item/news_read.naver?article_id=0004785319&office_id=014&code=323410&page=147&sm=title_entity_id.basic,파이낸셜뉴스, 2022.02.09 16:45
3670,"
카뱅, 작년 순익 2041억원… 80% 늘며 '사상 최대'
",https://finance.naver.com//item/news_read.naver?article_id=0004016887&office_id=011&code=323410&page=147&sm=title_entity_id.basic,서울경제, 2022.02.09 16:56
3671,"
카카오뱅크, 지난해 순이익 2569억원…전년보다 80% ‘쑥’
",https://finance.naver.com//item/news_read.naver?article_id=0000022577&office_id=243&code=323410&page=147&sm=title_entity_id.basic,이코노미스트, 2022.02.09 16:41
3672,"
카카오뱅크 지난해 순익 2041억원… 전년比 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0000792537&office_id=366&code=323410&page=147&sm=title_entity_id.basic,조선비즈, 2022.02.09 16:12
3673,"
카카오뱅크, 당기순이익 2041억원…전년比 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0001948550&office_id=016&code=323410&page=147&sm=title_entity_id.basic,헤럴드경제, 2022.02.09 16:03
3674,"
카카오뱅크 작년 순익 2041억원...전년 대비 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0005142704&office_id=018&code=323410&page=147&sm=title_entity_id.basic,이데일리, 2022.02.09 16:02
3675,"
""1년새 고객 255만명 증가""…카카오뱅크, 지난해 영업이익 두배 성장...
",https://finance.naver.com//item/news_read.naver?article_id=0005041943&office_id=277&code=323410&page=147&sm=title_entity_id.basic,아시아경제, 2022.02.09 16:20
3676,"
카카오뱅크, 지난해 순이익 2041억원…'역대 최대'
",https://finance.naver.com//item/news_read.naver?article_id=0004661648&office_id=015&code=323410&page=147&sm=title_entity_id.basic,한국경제, 2022.02.09 16:12
3677,"
카카오뱅크, 지난해 순이익 2041억원…전년비 79.7%↑
",https://finance.naver.com//item/news_read.naver?article_id=0002266702&office_id=123&code=323410&page=147&sm=title_entity_id.basic,조세일보, 2022.02.09 16:11
3678,"
카카오뱅크, 작년 4Q 영업이익 520억…전년比57.5%↑
",https://finance.naver.com//item/news_read.naver?article_id=0005041935&office_id=277&code=323410&page=147&sm=title_entity_id.basic,아시아경제, 2022.02.09 16:02
3679,"
카카오뱅크, 지난해 영업익 2569억…전년비 109.7% ↑
",https://finance.naver.com//item/news_read.naver?article_id=0001948549&office_id=016&code=323410&page=147&sm=title_entity_id.basic,헤럴드경제, 2022.02.09 16:02
3680,"
""보호예수 풀린 카뱅·크래프톤, 악재 아니다""
",https://finance.naver.com//item/news_read.naver?article_id=0004661126&office_id=015&code=323410&page=147&sm=title_entity_id.basic,한국경제, 2022.02.08 15:45
3681,"
LG엔솔, 반토막난 카뱅 전철 밟을까
",https://finance.naver.com//item/news_read.naver?article_id=0001947695&office_id=016&code=323410&page=147&sm=title_entity_id.basic,헤럴드경제, 2022.02.08 11:31
3682,"
증시 ‘민폐’ 끼치며 급등한 LG엔솔…공매도에 혼쭐난 카카오뱅크·페이...
",https://finance.naver.com//item/news_read.naver?article_id=0001947572&office_id=016&code=323410&page=147&sm=title_entity_id.basic,헤럴드경제, 2022.02.08 10:56
3683,"
금융사 8일부터 2021년 실적 발표… 4대 지주 ‘역대급’·카뱅 ‘글...
",https://finance.naver.com//item/news_read.naver?article_id=0000791846&office_id=366&code=323410&page=147&sm=title_entity_id.basic,조선비즈, 2022.02.07 12:21
3684,"
카카오뱅크, 당기순이익 2041억원…전년比 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0001948550&office_id=016&code=323410&page=148&sm=title_entity_id.basic,헤럴드경제, 2022.02.09 16:03
3685,"
카카오뱅크 작년 순익 2041억원...전년 대비 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0005142704&office_id=018&code=323410&page=148&sm=title_entity_id.basic,이데일리, 2022.02.09 16:02
3686,"
10대·60대도 쓰는 카뱅…1800만 고객 잡아 순익 80%↑
",https://finance.naver.com//item/news_read.naver?article_id=0004705871&office_id=008&code=323410&page=148&sm=title_entity_id.basic,머니투데이, 2022.02.09 16:03
3687,"
카카오뱅크, 작년 4Q 영업이익 520억…전년比57.5%↑
",https://finance.naver.com//item/news_read.naver?article_id=0005041935&office_id=277&code=323410&page=148&sm=title_entity_id.basic,아시아경제, 2022.02.09 16:02
3688,"
카카오뱅크, 지난해 영업익 2569억…전년비 109.7% ↑
",https://finance.naver.com//item/news_read.naver?article_id=0001948549&office_id=016&code=323410&page=148&sm=title_entity_id.basic,헤럴드경제, 2022.02.09 16:02
3689,"
""보호예수 풀린 카뱅·크래프톤, 악재 아니다""
",https://finance.naver.com//item/news_read.naver?article_id=0004661126&office_id=015&code=323410&page=148&sm=title_entity_id.basic,한국경제, 2022.02.08 15:45
3690,"
LG엔솔, 반토막난 카뱅 전철 밟을까
",https://finance.naver.com//item/news_read.naver?article_id=0001947695&office_id=016&code=323410&page=148&sm=title_entity_id.basic,헤럴드경제, 2022.02.08 11:31
3691,"
증시 ‘민폐’ 끼치며 급등한 LG엔솔…공매도에 혼쭐난 카카오뱅크·페이...
",https://finance.naver.com//item/news_read.naver?article_id=0001947572&office_id=016&code=323410&page=148&sm=title_entity_id.basic,헤럴드경제, 2022.02.08 10:56
3692,"
금융사 8일부터 2021년 실적 발표… 4대 지주 ‘역대급’·카뱅 ‘글...
",https://finance.naver.com//item/news_read.naver?article_id=0000791846&office_id=366&code=323410&page=148&sm=title_entity_id.basic,조선비즈, 2022.02.07 12:21
3693,"
카카오뱅크, 오버행 우려에도 외국인 매수세에 상승세
",https://finance.naver.com//item/news_read.naver?article_id=0000073116&office_id=024&code=323410&page=148&sm=title_entity_id.basic,매경이코노미, 2022.02.07 11:49
